InternationalMaritimeOrganizationNumber,VesselTypeName,VesselStatusName,DeadWeightTonnage,Speed,ManagementcompanyCode,ManagementCompany
9398254,Container Ship (Fully Cellular),In Trading Fleet,90443,23,5214719,Bernhard Schulte Shipmanagement (China) Co Ltd
9398333,Vehicles Carrier,In Trading Fleet,22250,18.7,1204098,Wilhelmsen Ship Management (Norway) AS
9398448,Container Ship (Fully Cellular),In Trading Fleet,116294,25.5,5542335,NSC Shipping GmbH & Cie KG
9398694,Bulk Carrier,In Trading Fleet,170923,14.46,23334,Enterprises Shipping & Trading SA
9398709,Bulk Carrier,In Trading Fleet,170958,14.75,23334,Enterprises Shipping & Trading SA
9398747,Bulk Carrier,In Trading Fleet,170024,14.75,1405603,V Ships Ltd
9398773,Container Ship (Fully Cellular),In Trading Fleet,13100,18.5,1729117,Reederei Bernd Sibum GmbH & Co KG
9398981,Bulk Carrier,In Trading Fleet,83690,13.95,595593,Tolani Shipping Co Ltd
9399052,Container Ship (Fully Cellular),In Trading Fleet,162867,24,9991001,Unknown
9399088,Bulk Carrier,In Trading Fleet,81487,14.4,1866351,Wah Kwong Ship Management (Hong Kong) Ltd
9399105,Bulk Carrier,In Trading Fleet,81466,14.2,1822162,ZEABORN Ship Management GmbH & Cie KG
9399117,Container Ship (Fully Cellular),In Trading Fleet,10600,18,6188878,Eastaway Ship Management Pte Ltd
9399349,Chemical/Products Tanker,In Trading Fleet,38001,15.1,5676362,Synergy Denmark A/S
9399624,Products Tanker,In Trading Fleet,49761,14.92,5287602,Synergy Maritime Pvt Ltd
9399789,Container Ship (Fully Cellular),In Trading Fleet,34700,22.2,9991001,Unknown
9399818,Products Tanker,In Trading Fleet,73650,15,52882,The Shipping Corporation of India Ltd (SCI)
9399894,Chemical/Products Tanker,In Trading Fleet,49997,14.9,1570456,World Tankers Management Pte Ltd
9399909,Chemical/Products Tanker,In Trading Fleet,50521,14.6,1570456,World Tankers Management Pte Ltd
9400203,Container Ship (Fully Cellular),In Trading Fleet,52788,24.6,30163,Peter Doehle Schiffahrts-KG
9400526,Container Ship (Fully Cellular),In Trading Fleet,63001,25.2,5193283,Shanghai Ocean Shipping Co Ltd
9400540,Container Ship (Fully Cellular),In Trading Fleet,63188,25.2,5193283,Shanghai Ocean Shipping Co Ltd
9400679,Crude Oil Tanker,In Trading Fleet,296907,15.06,758614,V Ships (UK) Ltd
9400849,Products Tanker,In Trading Fleet,46646,15.2,5519347,Benetech Shipping SA
9401075,Container Ship (Fully Cellular),In Trading Fleet,50716,23.3,1605338,Technomar Shipping Inc
9401128,Chemical/Products Tanker,In Trading Fleet,52725,14.3,5239536,ASP Ship Management Singapore Pte Ltd
9401271,Container Ship (Fully Cellular),In Trading Fleet,85622,23,6167280,GFS Ship Management FZE
9401427,General Cargo Ship,In Trading Fleet,1600,0,9991001,Unknown
9401805,Open Hatch Cargo Ship,In Trading Fleet,54810,15.5,4118232,ZEABORN Ship Management (Singapore) Pte Ltd
9401829,Bulk Carrier,In Trading Fleet,51679,13.73,5926470,SMT Shipping Poland sp zoo
9402017,Bulk Carrier,In Trading Fleet,54958,14.5,294163,Tamai Steamship Co Ltd
9402079,General Cargo Ship,In Trading Fleet,12638,14,3376,Carisbrooke Shipping Ltd
9402328,Crude Oil Tanker,In Trading Fleet,115191,13.95,1314173,Eastern Pacific Shipping Pte Ltd
9402483,Crude Oil Tanker,In Trading Fleet,115600,14.52,5118782,Emarat Maritime LLC
9402495,Crude Oil Tanker,In Trading Fleet,115514,14,5118782,Emarat Maritime LLC
9402536,"FSO, Oil",In Trading Fleet,104518,14.5,9991001,Unknown
9402562,LPG Tanker,In Trading Fleet,18844,17,5771627,HarpainGas GmbH & Co KG
9402574,LPG Tanker,In Trading Fleet,18844,17,5771627,HarpainGas GmbH & Co KG
9402586,LPG Tanker,In Trading Fleet,18895,17,5771627,HarpainGas GmbH & Co KG
9402615,Container Ship (Fully Cellular),In Trading Fleet,34220,22,5001170,Seaspan Ship Management Ltd
9402627,Container Ship (Fully Cellular),In Trading Fleet,34194,22,5001170,Seaspan Ship Management Ltd
9402641,Container Ship (Fully Cellular),In Trading Fleet,34264,22,5001170,Seaspan Ship Management Ltd
9402665,Products Tanker,In Trading Fleet,6876,12,5779291,Spring Marine Management SA
9402691,Chemical/Products Tanker,In Trading Fleet,6891,11.7,9991001,Unknown
9402768,Container Ship (Fully Cellular),In Trading Fleet,12774,18,5796603,Asiatic Lloyd Shipmanagement LLP
9402823,Chemical/Products Tanker,In Trading Fleet,16656,13.5,1889477,V Ships Asia Group Pte Ltd
9402847,Chemical/Products Tanker,In Trading Fleet,16613,13.5,1889477,V Ships Asia Group Pte Ltd
9402897,Bulk Carrier,In Trading Fleet,2847,11.7,6148020,Yantai Qingshun Shipping Co Ltd
9402926,Crude Oil Tanker,In Trading Fleet,158267,15.48,1509526,Maran Tankers Management Inc
9402938,Bulk Carrier,In Trading Fleet,83651,13.95,5686426,Bulkseas Marine Management SA
9402940,Bulk Carrier,In Trading Fleet,78844,13.95,542257,E Nomikos Corp
9402964,Products Tanker,In Trading Fleet,8836,13.5,9991001,Unknown
9403011,Container Ship (Fully Cellular),In Trading Fleet,42141,22.7,5001170,Seaspan Ship Management Ltd
9403102,Bulk Carrier,In Trading Fleet,58792,14.32,6154519,Navios Corporation Management Inc
9403114,Bulk Carrier,In Trading Fleet,58785,14.32,6089681,Mediterranean Ship Management Ltd
9403140,Bulk Carrier,In Trading Fleet,58731,13,1125205,Thoresen & Co (Bangkok) Ltd
9403176,Bulk Carrier,In Trading Fleet,58773,14.32,1669581,Ugland Marine Services AS
9403188,Bulk Carrier,In Trading Fleet,58787,14.32,5147412,Sea Globe Management & Trading Inc
9403190,Bulk Carrier,In Trading Fleet,58772,14.5,5505864,Marinsa Denizcilik AS
9403229,Container Ship (Fully Cellular),In Trading Fleet,50697,24.39,22438,Danaos Shipping Co Ltd
9403267,Chemical/Products Tanker,In Trading Fleet,10288,13.25,4109322,Donglim Tanker Co Ltd
9403279,Vehicles Carrier,In Trading Fleet,14381,19.5,235574,Kitaura Kaiun KK
9403334,Products Tanker,In Trading Fleet,45965,14.9,5708121,Prime Tanker Management Inc
9403384,General Cargo Ship,In Trading Fleet,8277,17,1569569,Klingenberg Bereederungs- und Befrachtungs GmbH & Co KG
9403396,Container Ship (Fully Cellular),In Trading Fleet,52316,24.8,1535947,MSC Shipmanagement Ltd
9403413,Container Ship (Fully Cellular),In Trading Fleet,23579,19.5,1644321,Eurobulk Ltd
9403499,General Cargo Ship,In Trading Fleet,5492,11,4233931,Sarfo Denizcilik ve Ticaret AS
9403504,Bulk Carrier,In Trading Fleet,179062,14.4,23334,Enterprises Shipping & Trading SA
9403528,Bulk Carrier,In Trading Fleet,179156,14.4,5287602,Synergy Maritime Pvt Ltd
9403592,General Cargo Ship,In Trading Fleet,1540,14,9991001,Unknown
9403607,Bulk Carrier,In Trading Fleet,180201,14.49,616670,Keiyo Kisen KK
9403619,Container Ship (Fully Cellular),In Trading Fleet,72912,24.75,5261954,MOL Ship Management (Singapore) Pte Ltd
9403645,LNG Tanker,In Trading Fleet,77089,19.5,5476041,NiMiC Ship Management Co Ltd
9403774,LPG Tanker,In Trading Fleet,23325,15,1185781,Thome Ship Management Pte Ltd
9403786,LPG Tanker,In Trading Fleet,9999,16,1677771,Anglo-Eastern Shipmanagement (Singapore) Pte Ltd
9403803,General Cargo Ship (with Ro-Ro facility),In Trading Fleet,13381,13.4,5045721,Dalian Chun An Ship Management Co Ltd
9403841,Bulk Carrier,In Trading Fleet,21118,13,1898254,Well Shipmanagement & Maritime Consultant Co Ltd
9403877,LPG Tanker,In Trading Fleet,26447,16.7,34961,Zodiac Maritime Ltd
9403889,General Cargo Ship,In Trading Fleet,2909,11.7,5166292,Sung Kyung Maritime Co Ltd (SK Maritime)
9403932,Chemical/Products Tanker,In Trading Fleet,17039,14,5903150,PT Spedak Utama Sipindo
9404065,Container Ship (Fully Cellular),In Trading Fleet,9500,18,5718701,HS Bereederungs GmbH & Co KG
9404077,Container Ship (Fully Cellular),In Trading Fleet,9340,18,5718701,HS Bereederungs GmbH & Co KG
9404156,Chemical/Products Tanker,In Trading Fleet,13144,13.4,1317796,Vietnam Tanker JSC (VITACO) (Cong Ty Co Phan Van Tai Xang Dau)
9404168,Chemical/Products Tanker,In Trading Fleet,13132,13.4,1317796,Vietnam Tanker JSC (VITACO) (Cong Ty Co Phan Van Tai Xang Dau)
9404223,Chemical/Products Tanker,In Trading Fleet,51099,14.8,758614,V Ships (UK) Ltd
9404364,Chemical/Products Tanker,In Trading Fleet,6870,14.5,229068,John T Essberger GmbH & Co KG
9404429,Bulk Carrier,In Trading Fleet,37852,13.75,1582017,Dania Ship Management Bulk A/S
9404508,Container Ship (Fully Cellular),In Trading Fleet,11975,18,882415,Formosa Plastics Marine Corp (FPMC)
9404637,Chemical/Products Tanker,In Trading Fleet,7312,14,195670,Elbana di Navigazione SpA
9404649,Container Ship (Fully Cellular),In Trading Fleet,165517,24.5,750415,Mediterranean Shipping Co Srl
9404663,Container Ship (Fully Cellular),In Trading Fleet,165691,24.5,750415,Mediterranean Shipping Co Srl
9404730,Container Ship (Fully Cellular),In Trading Fleet,12829,18,9991001,Unknown
9404766,Bulk Carrier,In Trading Fleet,106507,14.13,1708527,Mitsubishi Ore Transport Co Ltd (Mitsubishi Koseki Yuso KK)
9404778,Bulk Carrier,In Trading Fleet,106507,14.13,1387946,KK Kyowa Sansho (Kyowa Sansho Co Ltd)
9404845,Crude Oil Tanker,In Trading Fleet,159952,14.9,5689567,Teekay Marine (Singapore) Pte Ltd
9404869,Container Ship (Fully Cellular),In Trading Fleet,50336,24.39,1249148,Orient Overseas Container Line Ltd (OOCL)
9404883,Container Ship (Fully Cellular),In Trading Fleet,50560,24.39,1249148,Orient Overseas Container Line Ltd (OOCL)
9404986,Bulk Carrier,In Trading Fleet,55085,14.5,1393349,Nanjing Ocean Shipping Co Ltd
9405124,Products Tanker,In Trading Fleet,1888,12.8,9991001,Unknown
9405332,Bulk Carrier,In Trading Fleet,177773,14.75,2037740,Diana Shipping Services SA
9405502,Bulk Carrier,In Trading Fleet,53505,14.8,5552963,Brave Royal Ship Management (BD) Ltd
9405564,Chemical/Products Tanker,In Trading Fleet,51611,14.93,69081,Eletson Corp
9405617,Asphalt/Bitumen Tanker,In Trading Fleet,2888,8,5694491,Aurum Ship Management FZC
9405681,General Cargo Ship,In Trading Fleet,3238,11,6115410,Da Lian Rich Ocean Shipping Management Co Ltd
9405746,Chemical/Products Tanker,In Trading Fleet,11674,13.32,206511,ST Management SAS (SAAM)
9405772,Chemical/Products Tanker,In Trading Fleet,6436,12,5029663,Navigator Tankers Management SA
9405796,Chemical/Products Tanker,In Trading Fleet,6474,12,5898856,Seaven Tanker Management Inc
9405851,Chemical/Products Tanker,In Trading Fleet,51022,14.8,5135600,Oman Ship Management Co SAOC
9405875,LPG Tanker,In Trading Fleet,53012,16,5791749,Synergy Oceanic Services India Pvt Ltd
9405887,LPG Tanker,In Trading Fleet,53067,16.12,20825,Wilhelmsen Ship Management Sdn Bhd
9405954,Bulk Carrier,In Trading Fleet,53456,14.2,5466371,Rahbaran Omid Darya Ship Management Co
9406051,Bulk Carrier,In Trading Fleet,30465,14,1038263,Norbulk Shipping UK Ltd
9406063,Bulk Carrier,In Trading Fleet,30765,14.15,654679,Lydia Mar Shipping Co SA
9406128,Bulk Carrier,In Trading Fleet,30478,14.15,5396830,Campbell Shipping Co Ltd
9406506,Bulk Carrier,In Trading Fleet,206306,15.07,605971,Shunzan Kaiun KK (Shunzan Kaiun Co Ltd)
9406518,Bulk Carrier,In Trading Fleet,180230,14.72,5287602,Synergy Maritime Pvt Ltd
9406520,Bulk Carrier,In Trading Fleet,180230,14.37,5466129,Qingdao Winning International Ships Management Co Ltd
9406532,Bulk Carrier,In Trading Fleet,206331,14.21,1541906,Temm Maritime Co Ltd
9406623,Container Ship (Fully Cellular),In Trading Fleet,83318,25.6,22438,Danaos Shipping Co Ltd
9406702,General Cargo Ship,In Trading Fleet,12000,13.2,6172325,Novelty Shipmanagement SA
9406726,Chemical/Products Tanker,In Trading Fleet,19934,15.5,5739145,Diamond Ship Management Pte Ltd
9406740,Chemical Tanker,In Trading Fleet,4172,11.5,9991001,Unknown
9406764,Container Ship (Fully Cellular),In Trading Fleet,34558,22.06,1314173,Eastern Pacific Shipping Pte Ltd
9406934,Container Ship (Fully Cellular),In Trading Fleet,13760,19.6,9991001,Unknown
9406960,Container Ship (Fully Cellular),In Trading Fleet,23710,19.5,5068453,Brise Bereederungs GmbH & Co KG
9406972,Chemical/Products Tanker,In Trading Fleet,3536,12,1188959,Maritima SA
9407029,General Cargo Ship,In Trading Fleet,5453,11,4233931,Sarfo Denizcilik ve Ticaret AS
9407213,Products Tanker,In Trading Fleet,5701,13.7,1652600,Besiktas Likid Tasimacilik Denizcilik Ticaret AS
9407483,Bulk Carrier,In Trading Fleet,55430,14.6,5624245,Diligent Holdings SA
9407859,Bulk Carrier,In Trading Fleet,55256,14.6,5926452,COSCO Shipping Bulk Co Ltd
9407988,Chemical/Products Tanker,In Trading Fleet,16655,13.5,393421,Rederiet Stenersen AS
9408097,General Cargo Ship,In Trading Fleet,2704,11.5,1368491,Shinsung Shipping Co Ltd
9408267,Bulk Carrier,In Trading Fleet,56825,14.1,1405603,V Ships Ltd
9408449,Container Ship (Fully Cellular),In Trading Fleet,8150,14,29554,Pacific International Lines (Pte) Ltd
9408530,Crude/Oil Products Tanker,In Trading Fleet,115462,14.43,1185781,Thome Ship Management Pte Ltd
9408865,Container Ship (Fully Cellular),In Trading Fleet,118835,25.1,5266703,G-Marine Service Co Ltd (GMS)
9409118,Bulk Carrier,In Trading Fleet,178623,13.81,1314173,Eastern Pacific Shipping Pte Ltd
9409273,Chemical/Products Tanker,In Trading Fleet,16585,14,367129,Knutsen OAS Shipping AS
9409534,Bulk Carrier,In Trading Fleet,37782,14,599622,John J Rigos Marine Enterprises SA
9409625,General Cargo Ship,In Trading Fleet,3675,11,999719,Wessels Reederei GmbH & Co KG
9409754,General Cargo Ship,In Trading Fleet,5465,11,6054409,Marine Reefer Transport LLC
9410105,Chemical/Products Tanker,In Trading Fleet,6757,13.3,9991001,Unknown
9410234,Crude Oil Tanker,In Trading Fleet,318325,15.85,6142913,Andriaki Shipping Co Ltd
9410246,Products Tanker,In Trading Fleet,7432,11.5,5001974,Oceanbat SA
9410258,Chemical/Products Tanker,In Trading Fleet,1925,10,5204156,Guangxi Wuzhou Tongzhou Shipping Transport Co Ltd
9410442,Bulk Carrier,In Trading Fleet,93521,14.73,301095,Usui Kaiun KK (Usui Kaiun Co Ltd)
9410454,Bulk Carrier,In Trading Fleet,176948,14.5,1425464,V Ships Greece Ltd
9410507,Chemical/Products Tanker,In Trading Fleet,6927,14.5,5385336,Sirius Shipping AB
9410650,Crude/Oil Products Tanker,In Trading Fleet,105291,14.6,984566,NSB Niederelbe Schiffahrtsgesellschaft mbH & Co KG (NSB Group)
9410662,Chemical/Products Tanker,In Trading Fleet,8270,14,5729824,YMN Tanker Deniz Isletmeciligi AS
9410870,Crude Oil Tanker,In Trading Fleet,113010,14.5,1601573,Fleet Management Ltd
9410997,Crude Oil Tanker,In Trading Fleet,297007,14.88,5521511,OSM Maritime Ship Management Pte Ltd
9411197,Crude Oil Tanker,In Trading Fleet,105372,14,5544359,Tsakos Columbia Shipmanagement ('TCM') SA
9411238,Crude Oil Tanker,In Trading Fleet,158099,15.2,1670861,Marine Trust Ltd
9411379,Container Ship (Fully Cellular),In Trading Fleet,26021,20,5808451,Maersk A/S
9411783,General Cargo Ship,In Trading Fleet,3250,11,4131900,CV Scheepvaartonderneming Hydra III
9411862,Rail Vehicles Carrier,In Trading Fleet,6698,10,9991001,Unknown
9412309,Crude Oil Tanker,In Trading Fleet,161653,15.5,4117526,Delta Tankers Ltd
9412476,Container Ship (Fully Cellular),In Trading Fleet,12306,18.3,1038263,Norbulk Shipping UK Ltd
9412517,Container Ship (Fully Cellular),In Trading Fleet,14483,18.3,5259220,ARA Ship Management BV
9412737,Chemical/Products Tanker,In Trading Fleet,33609,14.8,6124829,Thome Croatia doo
9412804,Container Ship (Fully Cellular),In Trading Fleet,17765,18.5,2078213,Jebsen PTC Inc
9413327,LNG Tanker,In Trading Fleet,96811,19.1,1039244,Northern Marine Management Ltd
9413389,Tug,In Trading Fleet,126,12,9991001,Unknown
9413509,Container Ship (Fully Cellular),In Trading Fleet,7747,13.5,5671640,Hongxin Ship Management Ltd
9413559,Crude/Oil Products Tanker,In Trading Fleet,111107,15.4,5897756,SCF Management Services (Dubai) Ltd
9413664,Chemical/Products Tanker,In Trading Fleet,5554,13,5496441,Ares Ship Management (Ares Gemi Isletmeciligi AS)
9413717,Bulk Carrier,In Trading Fleet,177921,14.75,157225,Oak Maritime (Canada) Inc
9413913,Bulk Carrier,In Trading Fleet,30898,13.5,81092,Navarone SA
9414046,Chemical/Products Tanker,In Trading Fleet,12489,13.5,5370152,Woolim Marine Co Ltd
9414199,General Cargo Ship,In Trading Fleet,7778,14.7,5878204,Vertom Bereederungs GmbH & Co KG
9414553,Limestone Carrier,In Trading Fleet,2630,11.9,9991001,Unknown
9414565,General Cargo Ship,In Trading Fleet,1825,0,9991001,Unknown
9414723,General Cargo Ship,In Trading Fleet,3335,10.5,5799948,Temel Denizcilik Ticaret Ltd Sti
9415026,General Cargo Ship (with Ro-Ro facility),In Trading Fleet,20129,14.3,6118357,Sejul Ship Management Co Ltd
9415040,General Cargo Ship,In Trading Fleet,8850,14.7,235818,Schiffahrtskontor Tom Worden GmbH & Co KG
9415167,Bulk Carrier,In Trading Fleet,29999,14.28,101856,Navigation Maritime Bulgare JSC
9415208,Bulk Carrier,In Trading Fleet,30892,13.5,81092,Navarone SA
9415480,Chemical/Products Tanker,In Trading Fleet,12335,13.6,5880474,PTS Co Ltd
9416070,Chemical/Products Tanker,In Trading Fleet,19994,14.09,5739145,Diamond Ship Management Pte Ltd
9416111,Chemical/Products Tanker,In Trading Fleet,19997,14.5,5370149,SM Management Co Ltd
9416848,Bulk Carrier,In Trading Fleet,178120,14.75,5089202,Anglo-Eastern (Antwerp) NV
9417177,Products Tanker,In Trading Fleet,109892,15.3,5912498,COSCO Shipping Energy Transportation Co Ltd
9417646,Products Tanker,In Trading Fleet,6876,11.9,5620517,Econav SA
9417799,Crude/Oil Products Tanker,In Trading Fleet,112961,15,5677533,Marwave Shipmanagement Srl
9418054,Crude Oil Tanker,In Trading Fleet,317963,15.6,5694749,PT Vektor Maritim
9418078,Crude Oil Tanker,In Trading Fleet,317977,15.6,6203460,Brecalin (Hong Kong) Co Ltd
9419278,General Cargo Ship,In Trading Fleet,6000,13,5546284,Corrib Ship Management Ltd
9419759,Vehicles Carrier,In Trading Fleet,22342,20.4,5266703,G-Marine Service Co Ltd (GMS)
9419864,Chemical Tanker,In Trading Fleet,3560,11.8,1797543,Nanjing Yangyang Chemical Transport & Trade Co Ltd
9419888,Crude Oil Tanker,In Trading Fleet,156658,15.09,98122,Genel Denizcilik Nakliyati AS (GEDEN LINES)
9419943,Bulk Carrier,In Trading Fleet,55885,14.65,5987547,Marla Dry Bulk Shipmanagement Inc
9420136,Container Ship (Fully Cellular),In Trading Fleet,8710,17,5206325,Zhoushan Yongyue Shipmanagement Co Ltd
9420253,Chemical/Products Tanker,In Trading Fleet,38499,14.9,1626603,Roxana Shipping SA
9420265,Bulk Carrier,In Trading Fleet,55477,14.6,5318115,Unimor Shipping Agency
9420277,Bulk Carrier,In Trading Fleet,55522,14.6,1605338,Technomar Shipping Inc
9420306,Bulk Carrier,In Trading Fleet,55457,14.6,6212304,Goldenking Ship Management (Guangzhou) Co Ltd
9420356,Container Ship (Fully Cellular),In Trading Fleet,13772,19.6,5170683,Valfajre Shipping Co
9420590,Bulk Carrier,In Trading Fleet,182459,13.15,5879984,Golden Top Shipping Co Ltd
9420617,Crude Oil Tanker,In Trading Fleet,107507,14.7,1834165,Executive Ship Management Pte Ltd
9420629,Crude Oil Tanker,In Trading Fleet,107488,14.7,1601573,Fleet Management Ltd
9420643,Crude Oil Tanker,In Trading Fleet,107467,14.7,1570456,World Tankers Management Pte Ltd
9420710,Chemical/Products Tanker,In Trading Fleet,33655,14.7,1601573,Fleet Management Ltd
9420746,Products Tanker,In Trading Fleet,1598,13,9991001,Unknown
9420758,Chemical/Products Tanker,In Trading Fleet,51215,14.2,1601573,Fleet Management Ltd
9420772,General Cargo Ship,In Trading Fleet,17381,16,289239,Spliethoff's Bevrachtingskantoor BV
9420784,General Cargo Ship,In Trading Fleet,18143,16.85,289239,Spliethoff's Bevrachtingskantoor BV
9420796,General Cargo Ship,In Trading Fleet,18143,16,289239,Spliethoff's Bevrachtingskantoor BV
9420849,General Cargo Ship,In Trading Fleet,17967,16.85,289239,Spliethoff's Bevrachtingskantoor BV
9420863,Chemical/Products Tanker,In Trading Fleet,38349,14.15,1431335,Ahrenkiel Tankers GmbH & Co KG
9421051,General Cargo Ship,In Trading Fleet,8678,10,1661293,Akaylar Deniz Nakliyat Sanayi ve Ticaret AS
9421063,General Cargo Ship,In Trading Fleet,8101,11.5,5721483,Favoriet Shipmanagement BV
9421075,General Cargo Ship,In Trading Fleet,8112,11.5,5721483,Favoriet Shipmanagement BV
9421087,General Cargo Ship,In Trading Fleet,8113,11.5,9991001,Unknown
9421099,General Cargo Ship,In Trading Fleet,8100,11.5,5721483,Favoriet Shipmanagement BV
9421130,General Cargo Ship,In Trading Fleet,7811,11.5,6028124,Briese Dry Cargo GmbH & Co KG
9421142,General Cargo Ship,In Trading Fleet,7815,11.5,6028124,Briese Dry Cargo GmbH & Co KG
9421154,General Cargo Ship,In Trading Fleet,7807,12,1424568,Candler Schiffahrt GmbH
9421166,General Cargo Ship,In Trading Fleet,7811,11.5,6028124,Briese Dry Cargo GmbH & Co KG
9421221,Chemical/Products Tanker,In Trading Fleet,19998,15,39272,Coastal Shipping Ltd
9421269,Chemical/Products Tanker,In Trading Fleet,17548,14,5735289,Northern Marine Management Pte Ltd
9421336,Chemical/Products Tanker,In Trading Fleet,49998,14.2,5287602,Synergy Maritime Pvt Ltd
9421415,Crude Oil Tanker,In Trading Fleet,314000,15.75,1708734,Mideast Ship Management Ltd (JLT)
