PortSkey,PortName,Latitude,Longitude
544,Jeju,33.5,126.516667
546,Douro,41.15,-8.616667
549,Cordova (Alaska),60.548332,-145.768326
550,Bethioua,35.8,-0.266667
551,Longoni,-12.716667,45.166667
552,Gustavia,17.883333,-62.833333
553,Abidjan,5.268333,-4.023334
554,Portsmouth (USA-New Hampshire),43.110001,-70.798332
555,Corpus Christi,27.813334,-97.403336
556,Portimao,37.133333,-8.533333
557,Zhdanov,47.081665,37.578335
559,Keelung,25.15,121.754997
561,Detroit,42.320835,-83.059166
562,Setubal,38.511665,-8.866667
563,Djibouti,11.61,43.131668
564,St Petersburg (USA),27.766667,-82.683333
565,Mawan,22.503334,113.85833
567,Kingston (Jamaica),17.975834,-76.825836
568,Sines,37.935665,-8.8575
570,Portsmouth (Dominica),15.575,-61.459999
571,Dalvik,65.971149,-18.509027
572,FSO 'Kalamu',-5.967403,12.137104
574,Chaozhou,23.666667,116.633333
575,Gefle,60.681667,17.185833
576,Laem Chabang,13.0625,100.879997
577,Viana do Castelo,41.687599,-8.830566
578,Ango-Ango,4.016667,25.866667
580,Montego Bay,18.4625,-77.938332
581,Durres,41.306667,19.455
582,Roseau,15.312817,-61.390068
585,Djupivogur,64.65,-14.283333
587,Ocho Rios,18.411667,-77.113335
588,Sattahip,12.619166,100.91333
590,Everett (Washington),47.981049,-122.225952
592,Port Antonio,18.183332,-76.455002
593,Algiers,36.771667,3.083333
594,Aguadilla,18.430416,-67.158585
595,Barahona,18.206844,-71.090034
597,Shanwei,22.776726,115.346313
599,Port Esquivel,17.888332,-77.129997
600,Fall River,41.651669,-71.209999
601,Annaba,36.906666,7.78
604,Boca Chica,18.440834,-69.629997
605,Vostochny,42.738335,133.07666
606,Grindavik,63.833333,-22.433333
608,Port Kaiser,17.858334,-77.604164
609,Arzew,35.849998,-0.293333
611,Fray Bentos,-33.110717,-58.317667
613,Cabo Rojo,17.927055,-71.670616
616,Port Rhoades,18.4625,-77.410835
618,Bejaia,36.755001,5.098333
619,Hamble,50.848331,-1.328333
620,Port Freeport,28.942499,-95.307503
621,Amuay Bay,11.743333,-70.230003
622,Baia,40.816667,14.066667
623,Guanica,17.966667,-66.916667
624,Rio Haina,18.419167,-70.018333
625,Grundartangi,64.356667,-21.766666
626,Pathein,16.78055,94.72815
627,Rocky Point,17.82,-77.139999
629,Galveston,29.313334,-94.790001
630,Ghazaouet,35.104736,-1.860685
631,Rautaruuki,64.65,24.416667
632,La Romana,18.416666,-68.953331
633,Guayanilla,17.980833,-66.764999
634,Akyab,20.139713,92.905388
635,Hornafjordur,64.25,-15.216667
637,Danang,16.116667,108.216667
638,Mostaganem,35.935833,0.075
640,Hvammstangi,65.395395,-20.974046
641,Oran,35.710835,-0.65
643,Grays Harbor,46.966667,-123.816667
644,Palenque,18.233333,-70.15
645,Ambon,-3.691667,128.161667
646,Kandalaksha,67.133331,32.433334
647,Raufarhofn,66.452117,-15.928567
648,Green Bay,44.5355,-88.006933
649,Stormskar Oil Terminal,63.696667,20.343334
650,Tanjung Intan,-7.751667,109.010002
652,Mayaguez,18.219166,-67.168335
655,Matanzas (Venezuela),8.288333,-62.849998
657,Gulfport,30.355249,-89.089432
658,Cabinda,-5.551667,12.205
659,Ponce,17.970833,-66.619164
660,Puerto Plata,19.801666,-70.699997
661,Lobito,-12.344167,13.550833
662,Aomori,40.838333,140.740005
667,San Juan,18.455,-66.114998
668,Puerto Viejo de Azua,18.343334,-70.83667
670,Taganrog,47.201668,38.953335
671,Vopnafjordur,65.75,-14.833333
672,Puerto Caballo Oil Terminal,28.486526,-16.225044
673,Yabucoa,18.05325,-65.8335
675,Chiba,35.591667,140.085007
676,Houston,29.75,-95.289169
678,Iggesund,61.633333,17.066667
679,Puerto de la Hondura Oil Terminal,28.486526,-16.225044
680,Namibe,-15.13909,12.134906
681,Port Alucroix,17.7,-64.766667
682,San Pedro de Macoris,18.446667,-69.311668
684,Hueneme,34.149166,-119.208336
686,Tolu,9.493975,-75.59983
687,Fukuyama,34.456665,133.448334
688,Doha (Qatar),25.301666,51.556667
689,Santo Domingo,18.466667,-69.883331
692,Fushiki,36.803333,137.070007
694,Bahia Blanca,-38.794167,-62.269165
695,Huron,41.383333,-82.55
696,Mesaieed,25.633333,51.916667
698,Drepano,38.333333,21.85
699,Tanggu,39.016667,117.65
700,Jacksonville,30.354166,-81.618332
701,Hachinohe,40.551666,141.524994
702,Castries,14.011666,-60.994999
703,Campana,-34.151483,-58.960133
704,Vadinar Terminal,22.511667,69.698334
705,Aspra Spitia Ore Terminal,38.383333,22.633333
707,Esmeraldas,1.055,-79.723335
709,Hakata,33.616665,130.389999
710,Hakodate,41.788334,140.714172
711,Comodoro Rivadavia,-45.853333,-67.448334
712,Bima,-5.713333,107.126663
714,New Mangalore,12.926666,74.815002
715,Magdalla,21.030001,72.643333
716,Manzanillo (Mexico),19.057501,-104.316666
717,Port Reunion,-20.883333,55.533333
718,Himeji,34.764168,134.685837
719,La Libertad (Ecuador),-2.176667,-80.908333
721,Hillsborough Bay,27.920834,-82.425003
722,Lake Charles,30.218334,-93.260002
723,Concepcion del Uruguay,-32.486351,-58.199982
724,Krishnapatnam,14.248333,80.129997
725,Bontang,0.096667,117.480003
726,Manzanillo (Dominican Rep),19.711666,-71.743332
727,Deseado,-47.75,-65.9
728,Braila,45.266667,27.983333
731,Manta,-0.929167,-80.71833
733,Long Beach,33.741665,-118.199997
734,New Tuticorin,8.75,78.216667
735,Ishikara,26.423334,127.855003
736,Puerto Bolivar (Ecuador),-3.26,-80.004997
738,Diamante,-32.066666,-60.66
739,Dabo,-0.5,104.55
740,Hitachi,36.487366,140.625885
741,Constantza,44.118332,28.686666
742,Hososhima,32.428333,131.661667
743,Reihoku,32.481667,130.03334
744,Galati,45.433333,28.05
745,Amamapare,-4.83,136.853333
747,La Plata,-34.850834,-57.886665
748,Sulina,45.15,29.666667
751,Takehara,34.333332,132.955002
753,Puerto Madryn,-42.75,-65.033333
754,Balongan,-6.233333,108.463333
755,Longview,46.115833,-122.982498
758,Jayapura,-2.533333,140.7
759,Abu Zenima,29.040833,33.116665
760,Big Bend,42.866667,-88.2
761,Mar del Plata,-38.044167,-57.531666
763,Los Angeles,33.75,-118.224998
765,Iwakuni,34.200001,132.248337
769,Adabiya,29.866667,32.466667
771,Punta Colorada,-41.698001,-65.005158
772,Redcar,54.624168,-1.156667
773,Marquette,46.56295,-87.365517
776,Benicia,38.040001,-122.173332
777,Ramallo,-33.473484,-60.002548
778,Kamaishi,39.266033,141.900757
781,Ocean Cay,25.41623,-79.203547
782,Yun-An LNG Terminal,22.58,120.300003
783,St Pierre,46.766667,-56.166667
784,Miami,25.766666,-80.14167
786,Rio Gallegos,-51.633333,-69.216667
787,Port Said,31.264166,32.316666
788,Kitakyushu,33.833333,130.833333
790,Karatsu,33.481667,129.955826
791,Rio Grande (Argentina),-53.783333,-67.7
792,Tongjiang,47.65,132.5
793,Ras Gharib,28.346666,33.118332
795,Apia,-13.825,-171.764999
2395,Port Kamsar,10.642146,-14.632201
2396,Flixborough Wharf,53.616667,-0.683333
2397,Port Akdeniz,36.855,30.646667
2404,Port Cartier,50.032501,-66.78167
2408,Noumea,-22.26,166.431671
2409,Bissau,11.855583,-15.572833
2411,Long Pond,48,-55.916667
2412,Tarragona,41.096668,1.226666
2414,Bandirma,40.355,27.961666
2415,Gulfmex No 2,27.75,-90.833333
2417,Main Brook,51.183333,-56.016667
2418,Alanya,36.533333,31.983333
2421,Akaroa,-43.8,172.95
2422,Drapetsona Bay,37.95,23.616667
2424,Port Hawkesbury,45.572166,-61.348835
2425,Canakkale,40.1525,26.4
2426,Derince,40.751667,29.861666
2427,Marystown,47.166667,-55.166667
2430,Dongshan,23.752501,117.512497
2431,Dikili,39.066667,26.883333
2432,Fatsa,41.033333,37.483333
2434,Auckland,-36.836666,174.771667
2435,Port Weller,43.216667,-79.216667
2438,New Westminster,49.299999,-123.088333
2439,Powell River,49.869999,-124.557503
2440,Hopa,41.413334,41.428333
2442,Contrecoeur,45.831665,-73.285004
2444,Bluff,-46.593334,168.348328
2445,Argentia,47.3,-54
2451,Eregli,41.276665,31.405001
2452,Botas (Ceyhan) Oil Terminal,36.816667,36.166667
2453,Kurnell,-33.996666,151.21167
2454,Greymouth,-42.433333,171.2
2456,Fethiye,36.628267,29.1024
2457,New Amsterdam,6.22,-57.528332
2459,Matola,-25.98,32.566666
2464,Lyttelton,-43.606667,172.717499
2466,Fingringhoe,51.850498,0.965833
2467,Murmansk,68.989166,33.043335
2468,Pointe-au-Pic,47.623417,-70.14
2469,Cap Haitien,19.75,-72.2
2471,Marmaris,36.85,28.266667
2474,Napier,-39.473331,176.918335
2476,Gemlik,40.418335,29.118334
2477,Quebec,46.826668,-71.196663
2478,Richibucto,46.683333,-64.866667
2479,Giresun,40.916667,38.383333
2481,Nelson,-41.260834,173.268326
2483,Port au Prince,18.555,-72.355835
2485,Kamarajar,13.261666,80.341667
2486,Limbe,4.003334,9.203333
2488,Gocek,36.75,28.933333
2489,Arnos Vale,13.15,-61.226665
2490,Bodrum,37.033024,27.426429
2491,Onehunga,-36.933334,174.78334
2492,Rimouski,48.479533,-68.51885
2494,Canaport,45.275177,-66.04071
2498,Gulluk,37.233333,27.6
2499,Campden Park Bay,13.166667,-61.233333
2500,Opua,-35.324734,174.116974
2501,Hilo,19.732867,-155.05615
2503,Tarahan Terminal,-5.566667,105.366667
2504,Honolulu,21.310833,-157.875
2505,Otago Harbour,-45.8,170.616667
2506,Point Tupper,45.608334,-61.376667
2509,Seven Islands,50.196667,-66.39167
2510,Port Harmon,48.489166,-58.551666
2511,Kahului,20.898333,-156.471664
2512,Picton (New Zealand),-41.283333,174
2513,Iskenderun,36.610001,36.186668
2514,Inebolu,41.966667,33.766667
2517,St Lawrence Seaway,46.9,-55.4
2519,Nawiliwili,21.966667,-159.366667
2520,Haydarpasa,41.000832,29.01
2521,Birsfelden,47.55,7.616667
2522,St Catharines,43.166667,-79.233333
2523,Tauranga,-37.651665,176.179993
2526,Brussels,50.833333,4.333333
2531,Izmir,38.446667,27.151667
2532,Corralle,-39.866667,-73.433333
2533,Qianwan,36.05,120.216667
2535,Liege,50.633333,5.566667
2536,Saint John,45.266667,-66.066667
2537,Squamish,49.685001,-123.174164
2538,Pindo,1.883333,-78.808334
2540,Aughinish,52.648335,-9.058333
2541,Killybegs,54.628334,-8.436666
2542,St John's (Canada),47.566666,-52.691666
2543,Tan-Shui,25.153334,121.373337
2544,Tanjung Bara Coal Terminal,0.533333,117.661667
2545,Kwinana,-32.231667,115.751663
2546,Puerto Tarafa,21.566667,-77.25
2547,Wanganui,-39.951675,175.005814
2548,Kusadasi,37.85,27.25
2549,Rize,41.033333,40.483333
2550,Moneypoint,52.602501,-9.42
2551,Ostend,51.232498,2.926667
2553,Puerto Cortes,15.8425,-87.959167
2555,Mindelo,16.866667,-25
2556,Pastelillo,21.55,-77.216667
2557,Kantvik,60.083333,24.383333
2559,Guamare Oil Terminal,-4.863333,-36.268333
2560,Ventspils,57.403332,21.535
2564,Caleta Patillos,-20.75,-70.183333
2565,Sochi,55.033333,68.05
2566,Mudanya,40.366667,28.883333
2567,Aaiun,27.066668,-13.466666
2568,Wellington,-41.278332,174.793335
2569,San Lorenzo (Honduras),13.400833,-87.422501
2570,Ust-Dunaisk,45.466667,29.716667
2573,Saltend,53.724998,-0.25
2575,Ordu,40.983333,37.866667
2577,Tela,15.813334,-87.470001
2580,Howden,53.733333,-0.85
2581,Aliveri Bay,38.390926,24.044352
2583,Brunsbuttel,53.879684,9.140266
2584,Westport (New Zealand),-41.733333,171.583333
2586,Samsun,41.307499,36.345001
2587,Puerto Madero,14.716667,-92.416667
2588,Aliverion,38.416667,24.033333
2589,Cabo Negro,-52.926365,-70.801247
2590,Whangarei Harbour,-35.834167,174.5
2591,Sukhumi,43,41.016667
2592,Sinop,42.016667,35.133333
2593,Adamas,36.716667,24.433333
2595,Hong Kong,22.290001,114.168335
2597,Cuxhaven,53.865002,8.716666
2598,Las Minas Bay,9.4,-79.833333
2599,Caleta Clarencia,-52.93,-70.161667
2602,Porkkala,59.983333,24.433333
2603,Yuzhny,46.615002,31.02
2604,Gregorio,-52.616667,-70.133333
2606,Belgorod-Dnestrovsky,46.183333,30.366667
2608,Frankfurt,50.116667,8.683333
2610,Tekirdag,40.959999,27.506666
2611,Sorel,46.054165,-73.120003
2612,Corinto,12.481667,-87.166664
2614,Akureyri,65.679233,-18.079533
2615,Puerto Percy,-52.9,-70.266667
2617,Toros,36.916667,35.983333
2618,Dugi Rat,43.439999,16.638334
2620,Alumar,-2.677117,-44.362423
2624,Avernakke,55.3,10.783333
2625,Hafnarfjordur,64.066666,-21.966667
2627,Trabzon,41.005001,39.740833
2628,Suape,-8.396667,-34.956665
2629,Long Harbour,47.433333,-53.8
2630,Springdale,49.483333,-56.1
2631,Turku,60.4375,22.215
2633,Medina,8.916667,125.016667
2635,Puerto Sandino,12.129167,-86.831665
2637,Yarimca,40.743332,29.75
2638,Lindholm,55.283333,10.8
2639,St Malo,48.636665,-2.041667
2640,Stephenville,48.489166,-58.551666
2642,Obidos,-1.916667,-55.516667
2644,Basuo,19.103333,108.623337
2645,Zonguldak,41.45,31.783333
2647,Omisalj,45.224998,14.54
2651,Chicoutimi,48.416667,-71.066667
2652,Lunao,8.866667,125.05
2653,Pula,44.869999,13.831667
2654,Port Newark,40.683333,-74.116667
2655,Varkaus Harbours,62.316667,27.9
2656,Baria Serece,10.586667,107.027496
2657,Neskaupstadur,65.14109,-13.689515
2658,Bonny Inshore Terminal,4.126667,7.236667
2659,Joensuu,62.6,29.766667
2660,Dalrymple Bay,-21.255833,149.313339
2661,Rijeka,45.326668,14.428333
2662,Chiwan,22.461666,113.881668
2665,Summerside,46.38615,-63.790798
2666,Azzawiya,32.75,12.716667
2667,Reykjavik,64.153336,-21.936666
2670,Dandong,39.82,124.157501
2671,Elizabeth,40.698334,-74.006668
2673,Hangzhou,30.216667,120.183334
2674,Sydney (Canada),46.161667,-60.203335
2677,Merak,-5.921409,105.995711
2678,Labuan Amuk Terminal,-8.483333,115.516667
2679,Fangcheng,21.613333,108.326668
2680,Mustola,61.066667,28.3
2682,Sungai Udang,2.25,102.133333
2683,Haimen,0,0
2684,Bayuquan,40.285,122.08667
2686,Das Island,25.16,52.898335
2687,Fairport Harbor,41.75,-81.266667
2688,Ho Chi Minh City,10.765858,106.70974
2689,Vestmannaeyjar,63.433334,-20.266666
2690,Jinshan,30.9,121.15
2691,Georgetown (Cayman Is),19.295,-81.385002
2692,Chinwangtao,39.904999,119.591667
2693,Port Rashid,25.275,55.275002
2694,Domsjo,63.264332,18.712334
2695,Toronto,43.633331,-79.383331
2697,Rasa,45.066667,14.066667
2698,Fateh Terminal,25.6,54.518333
2699,Lanshan,35.091667,119.368637
2700,Ciudad Trujillo,18.466667,-69.883331
2704,Escravos Oil Terminal,5.474167,4.985
2705,Longkou,37.654999,120.313332
2706,Rovinj,45.083333,13.633333
2708,Ukpokiti Marine Terminal,5.683333,4.783333
2709,Bopec Terminal,12.216667,-68.383333
2712,Forcados Oil Terminal,5.211667,5.133333
2713,Ningbo,29.866667,121.55
2717,Ruwais,24.1,52.716667
2718,Velsen,52.464169,4.635
2721,Arbatax,39.933333,9.7
2722,Khor Fakkan,25.352501,56.365002
2723,Quanzhou,24.933333,118.6
2724,Rizhao,35.383333,119.533333
2725,Budge Budge,22.489969,88.179527
2726,Koko,5.996017,5.459333
2727,Vancouver (Canada),49.299999,-123.088333
2728,Crockett,38.040001,-122.173332
2729,Langkawi Port,6.469067,99.801949
2730,Esquimalt,48.436668,-123.441666
2731,Joutseno,61.1,28.483333
2733,Umm Al Nar Petroleum Port,24.433333,54.5
2734,Lagos (Nigeria),6.441667,3.391667
2735,Sanya,33.783333,120.25
2736,Wei Hai,37.506668,122.121666
2737,Whitegate,51.833332,-8.263333
2738,Mina Saqr,25.976667,56.049999
2739,Bhavnagar,21.75,72.291664
2741,Abu Dhabi,24.526667,54.386665
2746,Haulbowline,51.899166,-8.415
2748,Mumbai,18.916666,72.868332
2749,Martinez,38.033333,-122.1325
2750,Antifer,49.471668,0.16
2751,Arendal,58.458332,8.771667
2752,Christmas Island,-10.425,105.666664
2753,Pennington,4.225,5.583333
2755,Mubarek Terminal,25.795834,55.221668
2757,Hercules,38.016667,-122.283333
2758,St Nazaire,47.261665,-2.201667
2759,Ishikariwan Shinko,32.05,130.6
2762,Port Harcourt,4.76,7.003333
2764,Kristiansand,58.142502,7.989167
2766,Bassens,44.9,-0.516667
2767,Cochin,9.97017,76.269379
2768,Gedser,54.572216,11.925883
2769,Qua Iboe,4.208333,8.066667
2771,Glebe Island,-33.853333,151.213333
2772,Wenzhou,28.028334,120.646667
2774,Selby (USA),38.05,-122.233333
2775,Sharjah,25.35,55.383333
2777,Sapele,5.917626,5.658269
2779,Chenglingji,29.433333,113.15
2780,Calabar,4.973333,8.3225
2781,Balmain,-33.866667,151.183333
2782,Felixstowe,51.956665,1.3
2783,Oleum,38.033333,-122.233333
2784,Caronte,43.4,5.016667
2785,Soervaag,62.066667,-7.3
2788,Cuddalore,11.709167,79.775833
2789,Arzew El-Djedid,35.8,-0.266667
2791,Mitajiri,34.033333,131.583333
2793,Shijiusuo,35.383333,119.533333
2795,Vejle,55.705833,9.55
2796,Huangshi,30.2,115.1
2799,Warri,5.511667,5.725
2800,Haldia,22.026667,88.098335
2801,Sidon,33.523335,35.334999
2802,Aberdeen (United Kingdom),57.141666,-2.075
2803,Puerto de Henecan,13.400833,-87.422501
2805,Zimnicea,43.65,25.35
2806,Aberdovey,52.533333,-4.05
2807,Jiujiang,29.716667,115.966667
2812,Cairnryan,54.966667,-5.016667
2813,Alderney,49.683333,-2.2
2814,Agotnes,60.415001,5.006667
2816,Turnu Magurele,43.75,24.883333
2817,Jafarabad,20.85,71.366667
2820,Port St Louis du Rhone,43.388332,4.84
2822,Aalesund,62.468334,6.15
2823,Saltpond Oil Field,5.088333,-0.998333
2824,Andoany,-13.413333,48.279999
2825,Gijon,43.560001,-5.693333
2828,Namikata,34.123333,132.906662
2830,Aghios Nikolaos,35.183333,25.716667
2831,Ardalstangen,61.233768,7.7014
2833,Weston Point,53.316667,-2.75
2835,Kakinada,16.973333,82.285004
2836,Columbia,40.933333,-75.1
2837,Noshiro,40.216667,140
2838,Argostoli,38.183333,20.483333
2840,Moldova Noua,44.733333,21.666667
2841,Wuhu,31.32612,118.346909
2842,Pyrmont,-33.866667,151.183333
2843,Deendayal,23.030834,70.224167
2844,Santa Cruz de Tenerife,28.486526,-16.225044
2846,Georgetown (Guyana),6.813334,-58.171665
2848,Shijiu,35.383333,119.533333
2849,Onoda,33.968967,131.159348
2850,Karwar,14.808333,74.118332
2852,Zhangjiagang,31.969999,120.400002
2853,Dr Syama Prasad Mookerjee,22.553091,88.289474
2854,Bergen,60.391666,5.303333
2855,Cordova (Alabama),60.548332,-145.768326
2856,Prinos,40.75,24.566667
2857,Bodo,67.286667,14.375
2858,Shibushi,31.443333,131.093338
2859,Zhenjiang,32.220001,119.441666
2861,Ardrossan (United Kingdom),55.616667,-4.816667
2862,Malmo,55.619999,12.986667
2863,Porto Grande,16.866667,-25
2865,Bang Saphan,11.816667,99.8
2868,Mandvi,22.833333,69.366667
2871,Ayr,55.45,-4.616667
2872,Philadelphia,39.974167,-75.098335
2874,Drammen,59.735001,10.24
2876,Yingkou,40.683334,122.25
2877,Linden,6.0073,-58.307034
2879,Egersund,58.446667,5.986667
2880,Antofagasta,-23.635,-70.415001
2881,Burnie,-41.051666,145.914993
2882,Seattle,47.591667,-122.35833
2885,Barrow-in-Furness,54.116667,-3.233333
2886,Zhongshan,22.516667,113.366667
2887,Farsund,58.083333,6.8
2888,Dahej,21.696667,72.493332
2890,Tachibana,33.869999,134.653336
2891,Fukui,36.196667,136.116669
2892,Makar,6.103233,125.171402
2893,Arica,-18.463333,-70.323334
2895,Flekkefjord,58.283333,6.65
2896,Nagapattinam,10.783333,79.816667
2897,FSO 'Success Total XXXI',-6.283333,113
2899,Barry,51.391666,-3.258333
2901,Belfast,54.625,-5.891667
2903,Navlakhi,22.963333,70.438332
2904,FPSO 'Kakap Natuna',5.008333,105.808334
2906,Esperance,-33.868332,121.901665
2908,Borg Havn IKS,59.208332,10.956667
2910,Buenos Aires,-34.591667,-58.360001
2911,Bombay,18.916666,72.868332
2912,Allinge,55.266667,14.8
2913,Glomfjord,66.808334,13.94
2915,Hobart,-42.845001,147.331665
2917,Caldera (Chile),-27.051367,-70.84035
2918,Berwick-upon-Tweed,55.783333,-2
2919,Puerto Chacabuco,-45.483333,-72.833333
2920,Grimstad,58.333333,8.583333
2921,Madura,-6.85,112.95
2923,Peterhead Harbours,57.49646,-1.781244
2924,Chanaral,-26.351667,-70.654999
2925,Hadsund,56.716667,10.1
2926,Hammerfest,70.666664,23.678333
2927,Merikarvia,61.85,21.5
2928,Pending,1.55,110.383333
2929,Hosan,37.166667,129.35
2930,Blyth,55.128334,-1.5
2931,Port Alma,-23.584999,150.863327
2933,Sept-Iles,50.196667,-66.39167
2934,Paradip,20.25,86.583333
2935,Wyndham,-15.451216,128.100021
2937,Hammerhavn,55.283333,14.75
2938,Harstad,68.801666,16.549999
2939,Boston (United Kingdom),52.967499,-0.013833
2941,Datuk Sim Kheng Hong,1.743333,110.534996
2942,Rahja,64.25,23.95
2944,Villa Cisneros,23.7,-15.933333
2949,Pipavav,20.915833,71.509163
2952,Coquimbo,-29.948334,-71.331665
2953,Port Refuge,-12,96.833333
2954,Heroya,59.112499,9.6325
2955,Coronel,-37.033333,-73.154999
2957,Pondicherry,11.916667,79.816667
2960,Anan,33.869999,134.653336
2962,Horten,59.4,10.483333
2964,Korcula,42.95,17.116667
2966,Porbandar,21.638334,69.590836
2967,Gemikonagi,35.148335,32.836666
2970,Hoyanger,61.216667,6.05
2971,Etajima,34.195,132.485001
2972,Bayou Casotte,30.348333,-88.566666
2973,Las Mareas,17.930052,-66.277184
2974,Port Blair,11.680833,92.71833
2975,Bristol,51.448334,-2.620833
2976,Isla de Pascua,-27.15,-109.416667
2977,Puerto Quequen,-38.533333,-58.7
2978,Susak,45.483333,14.316667
2979,Husnes,59.866667,5.766667
2980,Bayport,29.75,-95.289169
2981,Port Bonython,-33.017067,137.765433
2982,Buckie,57.666667,-2.966667
2983,Bakar,45.302502,14.546333
2984,Kirkenes,69.735001,30.059999
2985,Daesan,37.026665,126.349998
2987,Varanus Island Terminal,-20.627562,115.612648
2988,San Pedro (Argentina),-33.683333,-59.166667
2989,Guayacan,-29.97155,-71.353733
2995,Ambes,45,-0.533333
2996,Huasco,-28.456667,-71.253334
2999,Masnedovaerkets Havn,54.966667,11.883333
3000,Kopervik,59.283333,5.3
3004,Everton,6.916667,-58.333333
3006,Ibicuy,-33.757717,-59.1814
3007,Mongla,22.49025,89.589867
3008,Umm Al Qaiwain,25.533333,55.55
3009,Middelfart,55.50745,9.739734
3010,Sittwe,20.139713,92.905388
3011,Aaheim,62.033333,5.516667
3012,Isla Guarello,-52.666667,-73.683333
3013,Sikka,22.456667,69.797501
3014,Loudden,59.349998,18.125
3015,Travemunde,53.947433,10.860167
3016,Campbeltown,55.424999,-5.596667
3017,Oldenburg,53.166667,8.2
3018,Port Kennedy,-10.51,142.213333
3019,Naestved,55.233333,11.766667
3020,Alvik,60.416667,6.416667
3021,Bassein,16.78055,94.72815
3024,Fortaleza,-3.706667,-38.483334
3025,Cardiff,51.450001,-3.161666
3026,Hansweert,51.433333,4
3028,Batsfjord,70.633333,29.716667
3029,Paranagua,-25.495001,-48.506668
3030,Seal Sands,54.633333,-1.133333
3031,Tuticorin,8.751518,78.223068
3032,Kristiansund,63.111668,7.738333
3033,Langesund,59,9.733333
3035,Beihai,33.716667,119.616667
3036,Blount Island,30.4,-81.516667
3037,Bronnoysund,65.466667,12.2
3038,Santos,-23.965,-46.298332
3041,Skaerbaekvaerket Havn,55.510834,9.619166
3042,Larvik,59.048332,10.023334
3044,Kerch,45.356667,36.485001
3046,Fiborgtangen,63.7,11.15
3047,Visakhapatnam,17.693333,83.28167
3048,Tvoroyri,61.55,-6.8
3049,Leirvik,59.766667,5.5
3050,Dalian,0,0
3052,Sao Sebastiao,-23.805,-45.383331
3055,Namsos,64.459999,11.491667
3056,Wandoo Marine Terminal,-20.111666,116.433334
3057,Mejillones,-23.083334,-70.416664
3058,Lillesand,58.233333,8.366667
3059,Stubbekobing,54.883333,12.05
3060,Ponta Ubu,-20.781666,-40.561668
3061,Studstrup,56.248333,10.353333
3062,Lodingen,68.415001,15.996667
3063,Patillos Cove,-20.75,-70.183333
3064,Palo Alto,21.6,-78.966667
3067,Sture Oil Terminal,60.623333,4.86
3069,Malm,64.066667,11.233333
3070,Vladivostok,43.108334,131.886673
3072,Fuzhou,0,0
3073,Balikpapan,-1.263333,116.808334
3074,Nyhamn,55.861668,12.826667
3076,Puerto Montt,-41.483334,-72.955002
3077,Mandal,58.020832,7.4575
3078,Ardrishaig,56.016667,-5.45
3079,Kumul Marine Terminal,-8.1325,144.565002
3080,Braviken,58.633333,16.533333
3082,Banjarmasin,-3.33,114.555
3083,Guangzhou,0,0
3084,Puerto Natales,-51.716667,-72.5
3087,Haikou,20.033333,110.166667
3089,Brazos,28.942499,-95.307503
3090,Mo I Rana,66.326668,14.138333
3091,Trombetas,-1.458333,-56.38
3092,Douglas,54.166667,-4.483333
3094,Port Williams,-54.916667,-67.616667
3096,Belawan,3.79,98.696663
3097,Bora-Bora,-16.45,-151.75
3098,Molde,62.737233,7.2103
3100,Vagur,61.47095,-6.8056
3101,Husum (Sweden),63.333333,19.166667
3104,Dover,51.121666,1.34
3106,Mongstad,60.816666,5.041667
3108,Benoa,-8.766667,115.216667
3110,Dundee,56.463333,-2.943333
3112,Amherst,45.816667,-64.2
3113,Sullom Voe,60.458332,-1.301667
3114,Carbonear,47.733333,-53.25
3115,Moss,59.428333,10.651667
3116,Quellon,-43.133333,-73.666667
3117,Bitung,1.435,125.191666
3118,Fisherman Islands,-27.375,153.166672
3120,Shahid Bahonar,27.133333,56.2
3122,Quemchi,-42.133333,-73.483333
3124,Kage,64.678329,21.272499
3125,Falmouth,50.156666,-5.05
3126,Lianyungang,34.75,119.449997
3127,Cigading,-6.01,105.953331
3128,Burtonport,54.983333,-8.433333
3129,Shahid Rajaee,27.116667,56.066667
3130,Pietarsaari,63.716782,22.688509
3131,Ronnskar,64.678329,21.272499
3132,Quintero,-32.747501,-71.519997
3133,Regencia,-19.633333,-39.816667
3134,Thunder Bay,48.416668,-89.216667
3135,Narvik,68.428337,17.4
3138,Odda,60.075001,6.545
3139,Cahirsiveen,51.95,-10.216667
3141,Jiangyin,31.929167,120.230003
3143,Fishguard,51.983333,-4.966667
3144,San Antonio,-33.580002,-71.6325
3145,Fleetwood,53.916667,-3
3146,Roberts Bank,49.066667,-123.166667
3148,Dongwu Port,25.2,119.95
3149,Cirebon,-6.733333,108.566667
3151,San Vicente,-36.736668,-73.136665
3152,Qingdao,36.05,120.316667
3153,Oslo,59.884998,10.756667
3154,Porsgrunn,59.126667,9.615
3155,Folkestone,51.083333,1.15
3157,Clarecastle,52.816667,-8.95
3158,Dumai,1.69,101.464996
3159,Kuala Langsa,4.533333,98.016667
3160,Qinhuangdao,39.904999,119.591667
3161,Trois-Rivieres,46.341667,-72.53167
3162,Yantian,22.564167,114.261665
3163,Talcahuano,-36.705002,-73.073334
3164,Duncannon,52.216667,-6.983333
3165,Fowey,50.334999,-4.631667
3167,Le Chateau d'Oleron,45.9,-1.2
3168,Risor,58.716667,9.233333
3169,Taltal,-25.4,-70.466667
3171,Hazira,29.316667,75.083333
