PortSkey,PortName,Latitude,Longitude
4193,Puerto Parana,-31.71657,-60.533504
4195,Plomin,45.121666,14.19
4197,Coxen Hole,16.3,-86.55
4198,Makhachkala,42.966667,47.5
4201,Sohar,24.498333,56.628334
4203,Providenija,64.383333,-173.3
4206,Tiksi,71.639999,129.281662
4209,Ust Kamchatsk,50.216667,162.65
4212,Qinzhou,21.716667,108.583336
4213,Penglai,37.785,120.633331
4214,Longyan,37.419365,122.64212
4215,Laizhou,37.166667,119.95
4216,Taicang,31.586666,121.286667
4220,Amderma,69.766667,61.666667
4221,Port Fourchon,29.120199,-90.213402
4222,Ambarli,40.966667,28.700001
4224,Skadovsk,46.1,32.9
4225,Limerick,52.659168,-8.645833
4227,Vizag,17.693333,83.28167
4229,Milwaukee,43.02,-87.889999
4232,Krung Thep,13.679999,100.521667
4233,Habas (Aliaga),38.831665,26.955
4234,Dadong,39.82,124.157501
4235,Newport News,36.981667,-76.445
4237,Goto,12.216667,-68.383333
4240,El Chaure,10.25,-64.616667
4241,Guaraguao,10.95,-63.833333
4243,Barbours Cut,29.75,-95.289169
4245,Bayonne (USA),40.651669,-74.083336
4251,Cabo San Lucas,22.883333,-109.883333
4254,Icdas Port,40.45,27.3
4255,Kailua Kona,19.65,-156
4256,Villefranche,43.7,7.316667
4259,Helgoland,54.166667,7.883333
4260,Oktyabrsk,46.833333,31.95
4262,Vitino,67.083336,32.333332
4263,Gisborne,-38.674999,178.023331
4264,Karabiga,40.400002,27.306667
4267,Assaluyeh,27.516666,52.513332
4268,Miiduranna,59.498333,24.811167
4269,Gaogang,32.287017,119.8519
4271,Qalhat LNG Terminal,22.7,59.366667
4272,Majishan,30.666666,122.415001
4274,Port Kavkaz,45.416667,36.766667
4275,Tanjung Langsat,1.466667,104.016667
4276,St Maarten,18.016667,-63.033333
4277,FPSO Girassol,-7.633333,11.683333
4278,Taboguilla Island Terminal,8.808333,-79.523331
4279,Varandey,68.783333,57.983333
4280,Boca Grande II (Venezuela),8.583333,-71.65
4281,Conakry,9.515,-13.721666
4282,Alexandria (Egypt),31.151667,29.826666
4283,Punta Europa Terminal,3.783333,8.716667
4285,Bay Bulls,47.333333,-52.833333
4287,Beiliang,0,0
4288,Xinhui,22.533333,113.016667
4290,Zhuanghe,39.683333,122.966667
4292,Caucedo,18.440834,-69.629997
4294,Supsa,42.033333,41.8
4295,Sassnitz-Mukran,54.479633,13.590983
4296,Seosan,37.026665,126.349998
4299,Thisvi,38.218334,22.9475
4300,Folle Anse,15.95,-61.333333
4302,FPSO 'Espoir Ivorien',5.066667,-4.383333
4303,Geoje Terminal,34.9,128.683333
4304,FSO 'Ta'Kuntah',19.75,-91.7
4306,Arrecife de Lanzarote,28.966667,-13.531667
4307,Vaasa,63.099451,21.59539
4308,Interflour Port,10.516667,107
4309,Sheerness,51.440834,0.735
4310,Dong Nai,18.083333,106.316667
4312,Fredericia,55.553333,9.75
4316,Iraklion,35.348331,25.148333
4317,Rab,44.75,14.75
4319,Doraleh,11.6,44.6
4320,Cres,44.95,14.4
4321,Porec,45.216667,13.583333
4323,Porto Ingles,15.133333,-23.216667
4325,Porto Tarrafal,44.95,14.4
4331,Sotave,-2,-44.5
4332,Itacoatiara,-3.1565,-58.453682
4333,Barra dos Coqueiros,-10.9,-37.05
4335,Skardon River,-11.75,142.016667
4341,Khios,38.366667,26.133333
4342,Tinos,37.536396,25.156734
4346,Termini Imerese,37.993332,13.7475
4349,Mina Al Bakr,29.68,48.813332
4350,Gela,37.011665,14.238333
4351,Humen,22.833333,113.666667
4352,Nansha,22.840189,113.56288
4353,Yunfu,22.933333,112.033333
4359,Anza,30.45,-9.65
4362,Alphen,51.483333,4.95
4365,Slemmestad,59.782383,10.499254
4366,Al Duqm,19.678333,57.720001
4369,Napa Napa,-9.45,147.116667
4370,Pampa Melchorita,-13.3,-77.783333
4371,Lobitos,-10.083333,-78.183333
4373,Guiuan,11.033333,125.716667
4374,Malampaya CALM Buoy,11.533333,119.1
4375,Baltiysk,54.632668,19.916666
4376,Olya,45.783333,47.533333
4378,Taipei,25.153334,121.373337
4380,Great Stirrup Cay,25.833333,-77.9
4384,Ranong,9.783333,98.583333
4386,Gebze,40.766666,29.545
4387,Diler-Hereke,40.778332,29.606667
4388,Yalova,40.65,29.266667
4389,Haramidere Oil Terminals,40.966667,28.700001
4393,Cove Point,38.366667,-76.383333
4394,Krotz Springs,30.533333,-91.75
4400,FSO 'Rang Dong MV 17',10.016666,108.25
4401,FPSO 'Ruby II',10.383333,108.5
4402,Nantes-St Nazaire,47.192501,-1.595833
4403,Pointe des Galets,-20.883333,55.533333
4404,Rodas,36.449165,28.233334
4405,Vung Ang,18.066667,106.433333
4406,Foca,38.775833,26.924999
4408,Chi-lung,25.15,121.754997
4411,Nordjyllandsvaerkets,57.066666,10.033334
4413,Malau,-16.366667,179.383333
4415,Ballen,55.816667,10.65
4416,Kolby Kaas,55.8,10.55
4419,Mogpo,34.773335,126.39167
4420,China Bay,8.558333,81.208336
4423,Burnaby,49.25,-122.983333
4429,Nanticoke,42.766666,-80.063332
4430,North Vancouver,49.316667,-123.066667
4439,Thessalon,46.25,-83.55
4440,Arnold's Cove,47.766667,-53.983333
4441,Bedford,44.716667,-63.683333
4442,Dartmouth (Canada),44.666667,-63.566667
4445,Gamcheon,35.083333,129
4446,Annacis Island,49.166667,-122.966667
4448,Gananoque,44.333333,-76.166667
4449,Mississauga,43.583333,-79.65
4453,Saguenay,48.416667,-71.066667
4455,Flying Fish Cove,-10.425,105.666664
4456,Pozzallo,36.723331,14.846666
4457,Posorja,-2.69148,-80.246433
4458,Monteverde,-2.033333,-80.716667
4459,Gohyun,34.883333,128.616667
4461,Seogwipo,33.233333,126.55
4462,Tongyeong,34.833333,128.416667
4463,Taean,36.915001,126.235001
4464,Wando,34.3,126.75
4465,Pyarnu,58.385834,24.483334
4467,Thorshofn,66.195467,-15.351167
4470,Helguvik,64.033333,-22.55
4471,Kopavogur,64.1,-21.916667
4472,Litlisandur,64.4,-21.45
4473,Big Creek,16.516667,-88.4
4474,Berghamn Eckero,60.216667,19.616667
4475,Farjsund,60.233333,20.016667
4477,Kalkkiranta,60.25,25.383333
4478,Kemio,60.166667,22.75
4479,Lappohja,59.9,23.25
4481,Taalintehdas,60.016667,22.516667
4484,Glatved Lasteanlaeg,56.3,105.316667
4486,Zaporizhia,47.816667,35.166667
4487,Dnipro,48.45,34.983333
4489,Kavkaz,45.416667,36.766667
4491,Okhotsk,59.313332,143.176666
4492,Kronshtadt,59.979984,29.76055
4494,Slavyanka,42.868332,131.387497
4497,Roddickton,50.85,-56.116667
4498,Fortune,47.066667,-55.833333
4499,Amirabad,26.85,54.366667
4500,Nekah,36.833333,53.266667
4501,Bandar Lengeh,26.55,54.883333
4503,Arkhangelsk,64.528336,40.525002
4504,Opatija,45.333333,14.3
4505,Kraljevica,45.266667,14.566667
4509,St Marc,19.116667,-72.7
4511,Labadee,19.516667,-72.483333
4512,Muldwarka,20.75,70.666667
4517,Vassiliko Power Station,34.702499,33.303333
4518,Bull Arm,47.833333,-53.866667
4519,Lower Cove,48.516667,-59
4520,Varobacka,57.25,12.183333
4521,Lodose,58.033333,12.133333
4522,Bohus,57.85,12
4523,Elleholm,56.166667,14.75
4524,Grisslehamn,60.1,18.833333
4525,Rundvik,63.533333,19.433333
4526,Norrtalje,59.75,18.716667
4528,Carino,43.75,-7.866667
4529,Claxton Bay,10.35,-61.466667
4530,Long Point Nevis,17.138334,-62.634998
4531,Porto Levante,45.078335,12.398334
4532,Pobra de Caraminal,42.6,-8.933333
4533,Capri,40.55,14.233333
4534,Corigliano Calabro,39.6,16.516667
4535,Ischia,40.733333,13.95
4536,Rimini,44.066667,12.583333
4537,Santa Teresa Gallura,41.233333,9.183333
4538,Scarlino,42.883333,10.85
4542,Puerto Dock Sud,-34.366667,-58.2
4548,Tyssedal,60.116665,6.55
4549,Flam,60.866667,7.116667
4550,Alta,69.966667,23.233333
4551,Berlevag,70.85,29.1
4553,Sorreisa,69.133333,18.116667
4555,Kollsnes,60.566667,4.816667
4556,Dirdal,58.833333,6.166667
4558,Stora Vika,58.933333,17.8
4561,Nol,57.916667,12.066667
4563,Amal,59.05,12.7
4564,Balsta,59.583333,17.5
4565,Surte,57.816667,12.016667
4566,Erith,51.483333,0.183333
4567,Barry Beach,-38.7,146.383333
4568,Sant Antoni de Portmany,38.983333,1.3
4569,Ciutadella,40,3.833333
4570,Arutanga,-18.815001,-159.78334
4572,Brens,42.942665,-9.183534
4573,Tyrell Bay,12.466667,-61.466667
4574,Barentsburg,78.066667,14.2
4575,Longyearbyen,78.216667,15.633333
4576,Ny Alesund,78.933333,11.95
4578,Skoldvik,60.3,25.55
4580,Little Bay,16.8,-62.2
4583,Kyle of Lochalsh,57.266667,-5.716667
4584,Gairloch,57.7,-5.666667
4586,Eua,-21.366667,-174.933333
4589,Eidfjord,60.466667,7.066667
4590,Nordfjordeid,61.9,5.983333
4591,Knarrvik Sotra,60.375,5.161667
4592,Balsfjord,69.233333,19.233333
4593,Finnfjord,69.216667,18.083333
4594,Rubbestadneset (Larsvagen),59.8,5.266667
4595,Rekefjord,58.333333,6.25
4596,Ulvik,60.566667,6.916667
4597,Kalvag Harbour,61.766666,4.883333
4598,Forde,61.45,5.833333
4601,Fusa,60.2,5.616667
4602,Finnsnes,69.216667,17.966667
4604,Nesna,66.2,13.016667
4605,Oksfjord,70.233333,22.333333
4606,Kjollefjord,70.933333,27.333333
4607,Olen,59.6,5.8
4608,Sirevaag,58.5,5.783333
4610,Andenes,69.316667,16.133333
4611,Elnesvagen,62.846668,7.15
4612,Aandalsnes,62.566667,7.7
4613,Aukra,62.816667,6.9
4614,Vikna,64.85,11.233333
4615,Hellesylt,62.083333,6.866667
4616,Hjorungavag,62.35,6.066667
4617,Midsund,62.666667,6.666667
4618,Vestnes,62.616667,7.1
4619,Stjordal,63.46142,10.875761
4620,Sykkylven,62.4,6.566667
4621,Hareid,62.366667,6.033333
4622,Ulsteinvik,62.333333,5.833333
4623,Kvalsund,70.5,23.966667
4624,Verdal,63.783333,11.433333
4625,Kjopmannskjar,59.166667,10.366667
4626,Hasvik,70.466667,22.15
4629,Sortland,68.7,15.416667
4630,Leknes,68.15,13.6
4631,Melbu,68.483333,14.8
4632,Reine,68.083333,13.516667
4633,Stamsund,68.116667,13.833333
4634,Stokmarknes,68.566667,14.9
4635,Mehamn,71.033333,27.833333
4636,Porto de Pipas,38.645832,-27.209999
4637,Velas,38.683333,-28.216667
4638,Canical,32.733333,-16.733333
4639,Ngqura,-33.766667,25.666667
4640,Bay City,44.6,-92.45
4641,Bekkeri,59.45,24.65
4642,Lehtma,59.066667,22.7
4643,Loksa,59.583333,25.7
4644,Meeruse,59.45,24.666667
4645,Patarei,59.45,24.75
4646,Vene-Balti,59.45,24.65
4647,Bucksport,44.571667,-68.803337
4648,Amalfi,40.633333,14.6
4649,Andernach,50.433333,7.4
4652,Lubmin,54.133333,13.6
4654,Ueckermunde,53.733333,14.05
4655,Vierow,54.3,13.783333
4657,Punta Morales,10.066667,-84.966667
4659,Holla,63.316667,9.133333
4661,Sogne,58.083333,7.816667
4663,Varoy,67.65,12.7
4664,Breves,-1.688333,-50.494999
4666,Bergsfjord,70.25,21.783333
4667,Uturoa,-16.733333,-151.45
4668,Wallis,-13.25,-176.2
4669,Futuna,-14.316667,-178.083333
4670,Praia da Graciosa,39.05,-27.966667
4671,Sao Roque do Pico,38.516667,-28.316667
4674,Daxie,29.883333,121.95
4675,Vlissingen,51.441666,3.598333
4676,Song Xia,25.683333,119.583333
4677,Jiang Yin,25.466667,119.3
4678,Olkiluoto,61.233333,21.483333
4679,Fauske,67.25,15.383333
4680,Butinge Marine Terminal,56.044998,20.961666
4682,Romo,55.133333,8.516667
4684,Shenzhen,22.44343,113.883606
4685,Bijela,42.45,18.666667
4686,Tivat,42.433333,18.7
4687,Cayman Brac,19.716667,-79.816667
4688,Cape Lambert,-20.575001,117.203331
4689,Lipari,38.45,14.95
4692,Dangjin (Pyeong Taek),36.988335,126.785004
4693,Heroy,59.112499,9.6325
4694,King's Lynn,52.758335,0.389667
4695,Lowestoft,52.472168,1.755
4699,Kunsan,35.994999,126.709167
4700,Golfo Aranci,40.984516,9.615267
4702,Vila do Conde,-1.533333,-48.733333
4703,Boshnyakovo,49.65,142.166667
4706,Ringsu,57.783333,23.266667
4708,Coega,-33.766667,25.666667
4709,FPSO 'Baobab Ivoirien MV10',4.95,-4.55
4711,FSO PM-3 CAA,6.95,104.1
4712,FSO Angsi,5.083333,104.683333
4714,Moskenes,67.883333,13.033333
4716,Cernavoda,44.35,28.016667
4717,Medgidia,44.25,28.266667
4718,Amchit,34.15,35.633333
4720,Sillamae,59.424999,27.741667
4721,Dafeng,33.183333,120.466667
4723,Kungshamn,58.35,11.25
4724,FPSO 'Tantawan FPSO',10.083333,101.416667
4725,Toftir,62.1,-6.733333
4726,Douarnenez,48.1,-4.333333
4727,Muanda Oil Terminal,-5.967403,12.137104
4728,Outeiro Terminal,-2,-44.5
4729,FPSO 'Northern Endeavour',-11,126
4732,Saaremaa-Port of Tallinn,58.533333,22.233333
4734,FPSO 'Sendje Berge',3.85,6.966667
4735,Chenshan,30.9,121.15
4738,Zhuangyuanao,27.883333,121.116667
4739,Macao,22.2,113.533333
4740,Aomen,22.2,113.533333
4741,Jiaxing,30.584999,121.09333
4742,Luanjiakou,0,0
4743,Sanbaimen,0,0
4745,Ruichang,0,0
4746,Simao,22.8,100.966667
4747,Pingnan,0,0
4748,Pengze,0,0
4749,Wuxi,0,0
4750,Yingtan,0,0
4751,Leping,23.233333,113.033333
4752,Jingzhou,30.35,112.183333
4753,Jingdezhen,29.283333,117.216667
4754,Caofeidian,38.95,118.533333
4755,Huludao,40.75,120.85
4756,Qinglan,19.55,110.816667
4757,Cangzhou,38.35,117.35
1000525,Michilla,-22.72,-70.28
1000542,Mykolaiv,46.9375,31.990833
1000549,Storoya,59.41,5.23
1000551,Tananger,58.92,5.59
1000553,Oguendjo Terminal,-1.45,8.91
1000592,Salten,67.36,15.58
1000593,Trzebiez,53.39,14.31
1000605,Neapolis,36.3,23.04
1000606,Valsneset ,63.81,9.63
1000607,Grove Wharf,53.6,0.71
1000643,Portoscuso,39.2,8.38
1000644,Zyyi,34.44,33.2
1000645,Dziwnow,54.02,14.45
2,Famagusta,35.131668,33.943333
3,Withnell Bay,-20.584999,116.764999
4,Crinan Canal,56.083333,-5.566667
6,Eten,-6.968795,-79.862854
7,Kanda,33.778332,131.005829
9,Brayton Point,41.709999,-71.188835
10,Hulaylah,25.983333,55.933333
12,Kanokawa,34.178333,132.435837
15,Cayo Arcas Terminal,20.130833,-91.995003
16,Kyrenia,35.333333,33.333333
17,Godthaab,64.183333,-51.75
19,Ekonomiya,64.7,40.633333
20,Kashima,35.921665,140.686661
21,Waterford,52.2575,-7.1
22,Portsmouth (United Kingdom),50.808334,-1.113333
24,Brixham,50.383333,-3.5
25,Braefoot Bay,56.035,-3.31
28,Pelican,57.45,-136.216667
30,Ramsey,54.316667,-4.383333
31,Kawasaki,35.503334,139.75
32,Larnaca,34.933334,33.654999
33,Baytown,29.726667,-95.023331
38,Ramsgate,51.325001,1.42
39,Ilo,-17.643333,-71.35833
40,Dos Bocas,18.639999,-93.173332
41,Latchi,35.033333,32.4
43,Burnside,30.466583,-91.199633
45,Iquitos,-3.738333,-73.160004
46,Kikuma,34.053333,132.851669
47,Glensanda,56.568333,-5.531667
48,Frontera,18.533333,-92.633333
49,Destrehan,29.934783,-90.34945
50,La Pampilla,-11.926666,-77.171669
53,Ashdod,31.858334,34.638332
54,Runcorn,53.34,-2.751667
55,Howdendyke,53.733333,-0.85
57,Vassiliko,34.702499,33.303333
58,Killingholme,53.649166,-0.208333
61,Donaldsonville,30.112703,-90.986252
62,Punta Lobitos,-10.083333,-78.183333
63,Ashkelon,31.663334,34.511665
64,Matsushima,32.945,129.601669
67,Lazaro Cardenas,17.933174,-102.178734
68,Tasiilaq,65.6,-37.633333
71,New Holland,53.709999,-0.366667
73,St Helier,49.183333,-2.1
74,Aabenraa,55.041832,9.429334
75,Geismar,30.200579,-91.027817
78,Haifa,32.833332,35.026665
79,Tetney Terminal,53.541668,0.118333
80,Matsuyama,33.858334,132.703339
82,Aalborg,57.051666,9.928333
83,Gramercy,30.03995,-90.682033
86,St Peter Port,49.45,-2.55
88,Aarhus,56.161667,10.238334
89,Myrtle Grove,29.64575,-89.952301
92,Ancona,43.623333,13.496667
93,Ipswich,52.043335,1.160833
94,Dillingham,59.035,-158.468338
96,Scapa Flow,58.900002,-3.066667
97,Mizushima,34.493332,133.740005
99,Anzio,41.45,12.616667
100,Paramonga,-10.693334,-77.855003
102,Naha,26.212999,127.665001
103,Port St Mary,54.066667,-4.733333
104,Superior,46.705002,-92.021667
105,St Mary's (Isles of Scilly),49.916667,-6.3
106,Aboshi,34.773617,134.606064
109,Nanao,37.071667,137.001663
110,Assens,55.271667,9.8875
111,Augusta,37.198334,15.215
112,Piney Point,38.1325,-76.533333
113,Bullen Bay,12.185,-69.023331
114,Nosy Be,-13.413333,48.279999
116,Scrabster,58.610832,-3.545833
118,Funabashi,35.591667,140.085007
120,Ostermoor,53.9,9.183333
121,Naoetsu,37.193352,138.251877
123,Apapa,6.441667,3.391667
124,Port Neches,29.995001,-93.942497
125,Bari,41.140835,16.860001
126,Hibikinada,33.950001,130.828339
127,Elbeharbour,53.879684,9.140266
128,Copenhagen,55.706665,12.608334
130,Salaverry,-8.226666,-78.985001
131,Oranjestad (Sint Eustatius),17.495001,-63.008335
133,Barletta,41.327371,16.287327
134,Hirohata,34.779999,134.630005
137,Odudu Terminal,4,7.75
140,St Michiel's Bay,12.15,-68.983333
141,Nha Be Oil Port,10.7,106.733333
142,Ensted,55.025833,9.44
143,San Nicolas (Peru),-15.25,-75.23333
145,Ofunato,39.029999,141.728333
146,Brindisi,40.658333,17.983334
148,Llanddulas,53.283333,-3.633333
150,Shoreham,51.316667,0.183333
152,Chiriqui Grande Terminal,8.966666,-82.098335
153,Esbjerg,55.474998,8.416666
154,Yorktown,37.233334,-76.441666
159,Ben Nghe,19.266667,105.6
160,Faaborg,55.091667,10.236667
162,Lochmaddy,57.6,-7.183333
163,Kakogawa,34.701668,134.83667
164,Jose Terminal,10.151667,-64.851669
165,Carloforte,39.15,8.3
166,Emmastad,12.133333,-68.916667
167,Talara,-4.57,-81.278336
168,Owase,34.07,136.220001
169,Santa Panagia Oil Terminal,37.118332,15.271667
171,Castellammare di Stabia,40.696369,14.473309
172,Emu Bay,-41.051666,145.914993
173,Kasaoka,34.456665,133.448334
174,Rumoi,43.955002,141.634995
175,Southampton,50.889999,-1.395
177,Catania,37.493332,15.095
180,Stornoway,58.205002,-6.39
181,Kinwan,26.4,127.966667
182,Matarani,-16.997017,-72.10688
184,Macduff,57.666667,-2.483333
187,Chioggia,45.231667,12.289166
188,Kudamatsu,33.996918,131.855301
191,Nha Trang,12.213333,109.220001
192,Frederikshavn,57.436977,10.547569
193,Parainen,60.3,22.3
194,Civitavecchia,42.096668,11.78
198,Sakaiminato,35.538334,133.256668
199,Quy Nhon,13.773334,109.246666
200,Tammisaari,59.966667,23.433333
203,Crotone,39.091667,17.128334
206,Vung Tau,10.391666,107.089996
207,Milford Haven,51.697166,-5.08
209,Gaeta,41.216667,13.576667
212,Tunadalshamnen,62.4,17.366667
213,Sunderland,54.915157,-1.366502
216,Gallipoli (Italy),40.05,17.983333
217,Soraker,62.5,17.5
219,Ash Shihr,14.674551,49.520878
220,Tomakomai,42.623333,141.623337
222,Grenaa,56.419167,10.931666
223,Batangas,13.721291,121.05397
224,Swansea,51.610001,-3.926667
227,Newport (South Wales),51.549,-2.986333
228,Gulfhavn,55.204166,11.241667
229,Kubikenborg,62.376667,17.370001
230,Shikama,34.776134,134.658096
232,Teesport,54.623333,-1.165833
234,Newport (Isle Of Wight),50.7,-1.283333
235,Teignmouth,50.55,-3.466667
236,Galeota Point,10.087059,-61.041718
237,Stockvik,62.333333,17.35
238,Tonda,34.043335,131.785004
239,Cagayan de Oro,8.501667,124.664169
240,Genoa,44.419651,8.83215
242,Elsinore,56.055,12.648334
243,Xeros,35.133333,32.833333
245,La Maddalena (Sardinia),41.216667,9.4
246,Ostrand,62.466667,17.316667
248,Toyama,36.759998,137.22583
249,Cebu,10.286667,123.900002
250,Torbay Harbour,50.45,-3.5
252,Western Port,-38.3,145.25
253,Balao Terminal,1.055,-79.723335
254,Ortviken,62.383333,17.35
255,Hirtshals,57.595001,9.97
256,Wakkanai,45.406666,141.693329
257,Peterhead Bay Harbour,57.49646,-1.781244
258,La Spezia,44.093038,9.82383
259,Licata,37.1,13.933333
261,La Union,13.316667,-87.816667
264,Campbell River,50.016667,-125.25
265,Greater Baton Rouge,30.466583,-91.199633
266,Yatsushiro,32.519165,130.543335
267,Davao,7.116666,125.661667
270,Horsens,55.857498,9.863334
271,Eastland Port,-38.674999,178.023331
272,Tyne,54.985726,-1.465109
276,Port Askaig,55.85,-6.116667
277,Dayaowan,-38.9,-121.6
280,Manfredonia,41.615002,15.948334
281,Hampton Roads,36.966667,-76.35
282,Shui Dong,21.479166,111.075836
283,Kalundborg,55.674999,11.093333
284,General Santos,6.103233,125.171402
285,Sihanoukville,10.64,103.500832
286,Dongdu,24.451666,118.071663
287,Kardeljevo,43.033333,17.431667
288,Timaru,-44.388332,171.261673
289,Marina di Carrara,44.029999,10.04
290,Mobile,30.671667,-88.033333
292,Iloilo,10.692767,122.584817
293,Portland (United Kingdom),50.572498,-2.431667
295,Lambasa,-16.416667,179.383333
297,Marsala,37.8,12.433333
298,Isabela,6.7,121.966667
299,Warrenpoint,54.099998,-6.261667
301,Rothesay,55.883333,-5.15
302,Mazara del Vallo,37.65,12.583333
304,Kangerlussuaq,63.683334,-51.508335
305,Koge,55.455002,12.2
306,Skagway,59.448437,-135.329803
310,Pembroke,51.666667,-4.9
311,Laurium,37.709999,24.061666
312,Kolding,55.493,9.497334
313,Melilli Oil Terminal,37.118332,15.271667
316,Korsoer,55.334167,11.128333
317,Hiro,34.233334,132.543335
318,Messina,38.193333,15.561666
319,Tarakohe,-40.822467,172.895783
321,Igoumenitsa,39.491665,20.253334
322,Can Tho,10.033333,105.783333
323,Legazpi,13.133333,123.75
324,Fawley,50.841667,-1.33
325,Gaolan,21.916667,113.25
326,Milazzo,38.215,15.266666
328,Kapellskar,59.716667,19.066667
329,Dong Thap,10.483333,105.566667
330,Burray,58.85,-2.916667
331,Manila,14.58,120.963333
333,Huizhou,22.691668,114.565002
335,Kaliningrad,54.703335,20.453333
337,Monfalcone,45.788334,13.55
338,Masao,9.014,125.501663
340,Drift River Marine Terminal,60.549999,-152.133331
342,Fort Lauderdale,26.093334,-80.116669
343,Sutton Bridge,52.766667,0.183333
345,London Thamesport,51.429165,0.685
348,Jinzhou,40.799999,121.066666
350,Tarbert,55.8675,-5.398334
352,Naples,40.834999,14.273334
354,Nakskov,54.831665,11.1175
356,Yangpu,19.729166,109.195831
358,Shekou,22.469999,113.904999
359,Olbia,40.921665,9.535
360,Zhapu,30.584999,121.09333
361,My Thoi,10.35,106.35
362,Nampo,38.7211,125.415665
366,Troon,55.55,-4.65
367,Nyborg,55.305,10.791666
368,Whitby,54.484966,-0.612326
369,Nam Can,8.816667,105.016667
370,Ortona,42.353333,14.416667
373,Nykobing (Falster),54.768333,11.861167
374,Albany (USA),42.625,-73.754997
375,Palermo,38.128334,13.37
376,Kalamaki,37.916667,23.016667
377,Nghe Tinh,20.4,106.15
379,Froland,58.341667,11.9
380,Tanjong Berhala,4.251667,103.466667
381,Mahajanga,-15.728333,46.298332
382,Megara Oil Terminal,37.968334,23.405001
383,Pesaro,43.939999,12.9125
384,Port of Alaska,61.224998,-149.948334
385,Golovasi,36.816667,36.166667
387,Nykobing (Mors),56.783333,8.85
389,Nykobing (Sjaelland),55.916667,11.666667
390,Rabaul,-4.203333,152.164993
391,Pescara,42.466667,14.233333
393,Caleta Coloso,-23.75,-70.466667
394,Ceyhan,36.860001,35.943333
395,Ashtabula,41.921665,-80.805
396,Futila Terminal,-5.45,12.183333
398,Astoria,46.194,-123.8395
399,FPSO 'Dai Hung 01',8.475,108.69
400,Odense,55.410332,10.378
401,Portici,40.816667,14.333333
403,Dortyol,36.866667,36.2
404,Kimbe,-5.5482,150.1518
406,Porto Empedocle,37.281666,13.528334
407,Ingeniero White,-38.783333,-62.266667
408,Oporto,41.200001,-8.756667
409,Ammassalik,65.6,-37.633333
411,Baltimore (USA),39.278332,-76.591667
413,Randers,56.459999,10.048333
416,Puerto Galvan,-38.787815,-62.29768
417,Plaquemines,30.290628,-91.228844
420,Tabaco,13.35,123.733333
421,Road Town,18.416666,-64.60833
422,Porto Torres,40.849167,8.374166
423,Ringkobing,56.083333,8.233333
424,Garyville,30.041666,-90.603333
427,Muuga-Port of Tallinn,59.5,24.966667
429,Rodbyhavn,54.65,11.35
430,Beaumont,30.076666,-94.083336
434,La Place,30.05307,-90.495186
435,Faeringehavn,63.683334,-51.508335
437,San Martin,-32.715832,-60.73
438,King Abdul Aziz Port,26.506666,50.195
439,Ravenna,44.443333,12.243333
440,Zamboanga,6.900417,122.075653
445,Key West,24.566666,-81.804169
446,Mina Raysut,16.943333,54.006668
447,Boston (USA),42.358334,-71.041664
449,Ronne,55.096668,14.691667
451,Gioia Tauro,38.441666,15.898334
452,Jingtang,39.2,119.01
453,LOOP Terminal,28.883333,-90.016667
455,Ilha Guaiba Terminal,-23.016667,-44.033333
457,Gdansk,54.381668,18.658333
458,Bridgeport (Connecticut),41.168335,-73.175003
459,Nuuk,64.183333,-51.75
462,Jingtang (Tangshan),39.2,119.01
463,Iligan,8.21,124.195
466,Salerno,40.669998,14.746667
467,Gdynia,54.535,18.543333
468,Brownsville,25.959999,-97.376663
469,Xijiang Marine Terminal,21.283333,114.866667
471,Falconara,43.650002,13.4
473,Shidao,36.89312,122.429985
474,San Benedetto del Tronto,42.95,13.883333
475,Kolobrzeg,54.183333,15.583333
476,Brunswick,31.15,-81.5
480,Sarroch Oil Terminal,39.09,9.055
482,Keadby,53.6,-0.733333
483,Skagen,57.713033,10.59445
484,Burns Harbor,41.616667,-87.133333
486,Savona-Vado,44.316936,8.502801
487,Olongapo,14.807569,120.290382
490,Szczecin,53.442501,14.584167
491,Sevastopol,44.616665,33.533333
493,Norfolk,36.861668,-76.318336
494,Taranto,40.497567,17.153383
495,Taizhou,32.287017,119.8519
496,Port Canaveral,28.41,-80.614998
497,Paljassaare-Port of Tallinn,59.45,24.7
498,Nome,64.481667,-165.433334
499,Yangzhou,32.270134,119.445869
501,Torre Annunziata,40.75,14.446667
502,Las Losas,-28.456667,-71.253334
503,Aveiro,40.659168,-8.709167
505,Paldiski-Port of Tallinn,59.333332,24.083334
507,Torre del Greco,40.783333,14.366667
508,Putian,24.433333,119.016667
510,Faro & Olhao,37.016667,-7.933333
511,Kralendijk,12.15,-68.266667
513,Charleston,32.788334,-79.919998
514,Meizhou,24.433333,119.016667
517,Trapani,38.012501,12.508333
518,Soendre Stroemfjord,63.683334,-51.508335
520,Figueira da Foz,40.15,-8.866667
522,Brasil (Bonaire),12.216667,-68.383333
524,Trieste,45.610832,13.773334
525,Zhangzhou,24.412483,118.053497
527,Chicago,41.889515,-87.597481
529,Maoming,21.479166,111.075836
530,Cleveland,41.516666,-81.716667
532,Incheon,37.505001,126.599998
533,Leixoes,41.200001,-8.756667
535,Jiuzhou,22.239166,113.584999
537,Coos Bay,43.376667,-124.300003
540,Lisbon,38.693333,-9.166666
541,Venice,45.432499,12.304999
542,Vordingborg,55,11.9
543,Dzaoudzi,-12.8,45.283333
